Price,Latitude,Longitude
7196.84,25.3611,49.5872
7210.41,22.4049,39.0763
7224,24.4594,39.5155
7237.61,18.6685,41.3675
7251.24,21.4507,40.0268
7264.89,18.3473,42.355
7278.56,25.9743,43.7211
7292.25,26.425,50.0615
7305.96,24.4231,46.5225
7319.69,21.5332,40.5458
7333.44,21.764,39.576
7347.21,28.4507,48.4921
7361,24.4989,46.485
7374.81,24.7439,46.5143
7388.64,26.163,50.1521
7402.49,24.1552,47.3427
7416.36,24.1551,47.3427
7430.25,26.3753,49.9746
7444.16,24.1283,49.0462
7458.09,24.125,49.0514
7472.04,25.0524,46.6032
7486.01,24.1445,47.3481
7500,16.9284,42.738
7514.01,21.7506,39.1908
7528.04,16.9006,42.5994
7542.09,18.1687,42.7621
7556.16,18.1684,42.7621
7570.25,18.1684,42.7621
7584.36,18.1684,42.7621
7598.49,18.1684,42.7621
7612.64,26.3697,43.9525
7626.81,26.3698,43.9526
7641,21.3156,39.8609
7655.21,21.5276,40.4748
7669.44,22.4016,39.0818
7683.69,22.4615,39.1026
7697.96,22.4408,39.097
7712.25,21.4506,40.028
7726.56,27.5512,41.7498
7740.89,24.4261,39.4779
7755.24,17.3733,42.5072
7769.61,24.6725,46.8402
7784,21.5388,39.346
7798.41,21.5347,40.0483
7812.84,26.4174,50.005
7827.29,25.4545,49.5884
7841.76,17.7886,42.3304
7856.25,21.2556,39.1655
7870.76,25.9296,45.3884
7885.29,24.5644,46.6052
7899.84,26.3489,50.0894
7914.41,25.0187,46.5769
7929,24.8165,46.5999
7943.61,25.0336,46.4639
7958.24,24.8292,46.7955
7972.89,21.7623,39.0748
7987.56,24.534,46.6609
8002.25,26.1218,44.003
8016.96,17.1137,42.576
8031.69,25.0334,46.4634
8046.44,26.2968,50.1777
8061.21,21.4019,39.3167
8076,21.7945,39.1276
8090.81,26.9893,49.6526
8105.64,24.2319,47.2062
8120.49,21.9441,38.9532
8135.36,21.8101,39.0783
8150.25,24.8544,46.6779
8165.16,24.8261,46.5916
8180.09,25.1093,46.1017
8195.04,16.8995,42.5496
8210.01,24.8631,46.8021
8225,16.8995,42.5496
8240.01,21.226,40.3604
8255.04,24.7358,46.5145
8270.09,21.8265,39.0791
8285.16,17.377,42.4965
8300.25,24.1266,47.3565
8315.36,24.5456,39.5747
8330.49,18.3065,42.6107
8345.64,27.5042,48.5339
8360.81,21.5092,39.3338
8376,21.5077,39.3675
8391.21,22.4018,39.081
8406.44,26.3349,50.0128
8421.69,22.4039,39.0831
8436.96,24.5969,46.8571
8452.25,24.8543,46.6777
8467.56,24.898,46.611
8482.89,21.4727,39.3762
8498.24,21.4373,39.2863
8513.61,21.9372,38.956
8529,26.4454,50.0056
8544.41,21.5132,39.3729
8559.84,26.3671,50.033
8575.29,21.8629,38.9983
8590.76,17.3764,42.546
8606.25,21.506,39.2657
8621.76,24.7811,46.5858
8637.29,21.7138,39.1002
8652.84,26.7087,50.0653
8668.41,26.3758,44.048
8684,24.8629,46.8036
8699.61,24.8629,46.8036
8715.24,26.4337,50.0341
8730.89,24.9172,46.449
8746.56,21.5176,40.0126
8762.25,21.5176,40.0129
8777.96,18.2553,42.6315
8793.69,21.5387,39.3459
8809.44,21.2002,40.5977
8825.21,24.5669,46.551
8841,24.5634,46.5542
8856.81,24.4386,39.5172
8872.64,24.4398,39.517
8888.49,24.8356,46.6066
8904.36,24.1591,47.3147
8920.25,26.3554,50.0473
8936.16,21.5151,39.3613
8952.09,21.8613,39.2407
8968.04,24.5105,39.7175
8984.01,24.5107,39.7159
9000,24.4877,39.7015
9016.01,24.4877,39.7016
9032.04,24.4503,39.5048
9048.09,24.4794,39.6866
9064.16,24.4794,39.6866
9080.25,24.5045,39.7207
9096.36,24.4749,39.6245
9112.49,19.1309,42.1358
9128.64,24.8317,46.796
9144.81,26.3819,43.9028
9161,24.6223,46.1606
9177.21,20.0257,41.4905
9193.44,24.4605,46.2528
9209.69,24.3188,47.174
9225.96,25.4098,49.5557
9242.25,21.5285,40.4884
9258.56,29.9868,40.25
9274.89,21.8578,39.2433
9291.24,21.6611,39.207
9307.61,16.9315,42.558
9324,16.9316,42.5573
9340.41,27.8671,41.768
9356.84,24.6437,46.5044
9373.29,21.8684,39.0609
9389.76,24.3829,39.6077
9406.25,21.9679,39.2619
9422.76,24.1519,47.3344
9439.29,21.7829,39.2266
9455.84,24.5854,46.6547
9472.41,19.9461,41.5723
9489,25.1762,46.3336
9505.61,24.4796,46.5192
9522.24,26.3663,50.0325
9538.89,20.1429,40.2631
9555.56,28.3507,45.9884
9572.25,28.1142,45.6672
9588.96,21.586,39.1087
9605.69,24.6338,46.1842
9622.44,21.6494,39.1021
9639.21,18.0829,43.1132
9656,25.3615,49.5853
9672.81,16.8841,42.5608
9689.64,16.884,42.5608
9706.49,24.744,46.6217
9723.36,24.8314,46.7787
9740.25,26.0402,43.5479
9757.16,27.0131,49.6299
9774.09,27.0142,49.6491
9791.04,26.3555,50.0473
9808.01,21.7853,39.1857
9825,24.648,46.5476
9842.01,24.8456,46.8789
9859.04,21.4061,39.2931
9876.09,21.9486,38.9605
9893.16,21.9377,38.9559
9910.25,24.9135,46.4464
9927.36,25.077,37.2559
9944.49,24.1788,47.3273
9961.64,28.1196,45.6692
9978.81,17.723,42.0344
9996,28.3997,36.5856
10013.2,24.5889,46.6961
10030.4,16.8714,42.5795
10047.7,26.1341,49.9943
10065,26.3812,43.9014
10082.2,26.3814,43.9025
10099.6,25.1763,46.3349
10116.9,24.8069,46.5996
10134.2,24.501,39.7168
10151.6,24.5009,39.7157
10169,24.5106,39.7131
10186.4,24.5105,39.713
10203.8,24.5105,39.713
10221.3,21.7859,39.2332
10238.8,24.8625,46.8156
10256.2,20.2455,42.7149
10273.8,26.3657,50.031
10291.3,31.0111,40.9308
10308.8,26.1553,50.1377
10326.4,26.2959,50.1752
10344,24.8288,46.6534
10361.6,24.1542,47.3182
10379.2,24.5741,46.5595
10396.9,26.3787,43.8594
10414.6,24.5957,46.7938
10432.2,21.6278,40.4289
10450,19.1389,42.1337
10467.7,19.1388,42.1336
10485.4,25.3035,45.8662
10503.2,24.9186,46.7777
10521,25.9268,49.6662
10538.8,22.801,39.0472
10556.6,21.7976,39.2382
10574.5,26.4427,50.0804
10592.4,26.2874,50.194
10610.3,25.5985,45.6354
10628.2,21.3432,40.4507
10646.1,28.2576,42.9128
10664,21.2813,40.2962
10682,24.8277,46.5945
10700,21.604,39.826
10718,25.9054,45.3798
10736,24.9084,46.6062
10754.1,18.7118,41.9992
10772.2,21.2621,40.4225
10790.2,21.7883,39.2249
10808.4,18.2846,42.6627
10826.5,21.6032,39.111
10844.6,16.884,42.5612
10862.8,26.5218,38.0591
10881,21.3522,39.244
10899.2,24.5051,39.6813
10917.4,18.3205,42.6909
10935.7,21.5378,40.021
10954,24.7804,46.8324
10972.2,31.6685,38.6817
10990.6,17.2368,42.9327
11008.9,24.7101,46.6723
11027.2,24.3733,39.5424
11045.6,25.867,43.4932
11064,26.0408,43.5616
11082.4,21.5985,39.2834
11100.8,24.8725,46.8296
11119.3,25.9687,45.3612
11137.8,24.5039,39.6784
11156.2,26.2537,43.9088
11174.8,21.7517,39.0651
11193.3,26.2934,50.1769
11211.8,26.2926,50.1779
11230.4,26.297,50.177
11249,26.2962,50.1782
11267.6,26.046,43.3969
11286.2,24.5051,39.6814
11304.9,21.9481,38.9578
11323.6,21.4189,40.5303
11342.2,24.4131,46.5858
11361,21.5448,40.4975
11379.7,26.3467,50.0542
11398.4,21.3424,40.2849
11417.2,24.8947,46.6076
11436,24.8934,46.6076
11454.8,21.5412,40.6251
11473.6,18.217,42.4957
11492.5,24.7508,46.3549
11511.4,21.3977,39.3201
11530.3,21.5455,40.5209
11549.2,24.4409,46.4482
11568.1,21.3697,39.3116
11587,21.8082,39.0549
11606,24.8372,46.7661
11625,24.748,46.8357
11644,27.5331,41.7637
11663,26.2744,50.1953
11682.1,25.1768,46.3373
11701.2,24.7108,46.6713
11720.2,24.7675,46.4257
11739.4,21.4534,40.4331
11758.5,26.4092,49.9823
